,source,text,created_at,retweet_count,favorite_count,is_retweet,id_str,at_who,words,tweet_len,tweet_no_words,capital_words,has_endors
7085,Twitter for iPhone,RT If she was part of Russia campaign operation odd that Mueller wasnt interested RT She was a ,2019-05-11 12:32:45,6488.0,0,false,1.127189799973077e+18,"['@ByronYork:', '@texan_21c:', '@ByronYork']","['RT', 'If', 'she', 'was', 'part', 'of', 'Russia', 'campaign', 'operation', 'odd', 'that', 'Mueller', 'wasnt', 'interested', 'RT', 'She', 'was', 'a']",95,18,RT,0
7103,Twitter for iPhone,RT Hard to justify Senate subpoena of After two years of investigations by Mueller Senate amp House as well a ,2019-05-11 12:19:24,8758.0,0,false,1.1271864422650266e+18,"['@RepPeteKing:', '@DonaldJTrumpJr.']","['RT', 'Hard', 'to', 'justify', 'Senate', 'subpoena', 'of', 'After', 'two', 'years', 'of', 'investigations', 'by', 'Mueller', 'Senate', 'amp', 'House', 'as', 'well', 'a']",110,20,RT,0
7104,Twitter for iPhone,RT Case closed The Mueller Report has cleared and the dems are now making this all about politics Lets mov ,2019-05-11 12:19:09,8924.0,0,false,1.127186380470272e+18,"['@ThomTillis:', '@DonaldJTrumpJr']","['RT', 'Case', 'closed', 'The', 'Mueller', 'Report', 'has', 'cleared', 'and', 'the', 'dems', 'are', 'now', 'making', 'this', 'all', 'about', 'politics', 'Lets', 'mov']",107,20,RT,0
7132,Twitter for iPhone,RT ICYMI Mueller Report Was A Political Tool To Attack President via,2019-05-11 12:03:17,2979.0,0,false,1.1271823876941988e+18,"['@TomFitton:', '@RealDonaldTrump', '@JudicialWatch', '@…']","['RT', 'ICYMI', 'Mueller', 'Report', 'Was', 'A', 'Political', 'Tool', 'To', 'Attack', 'President', 'via']",68,12,RT,0
7140,Twitter for iPhone,RT The Mueller probe has concluded after vast effort that there was no collusion Senate Intel subpoena to s ,2019-05-11 11:57:54,4492.0,0,false,1.1271810294023946e+18,"['@hughhewitt:', '@DonaldJTrumpJr']","['RT', 'The', 'Mueller', 'probe', 'has', 'concluded', 'after', 'vast', 'effort', 'that', 'there', 'was', 'no', 'collusion', 'Senate', 'Intel', 'subpoena', 'to', 's']",108,19,RT,0
7142,Twitter for iPhone,RT I agree with Leader McConnell this case is closed The Mueller Report cleared and hes already spent ,2019-05-11 11:54:03,9310.0,0,false,1.1271800630012518e+18,"['@SenThomTillis:', '@DonaldJTrumpJr']","['RT', 'I', 'agree', 'with', 'Leader', 'McConnell', 'this', 'case', 'is', 'closed', 'The', 'Mueller', 'Report', 'cleared', 'and', 'hes', 'already', 'spent']",102,18,RT,0
7221,Twitter for iPhone,McConnell Backs Trump Mueller Report Is Case Closed Breitbart via,2019-05-08 10:08:47,11544.0,46982,false,1.1260664058903183e+18,['@BreitbartNews'],"['McConnell', 'Backs', 'Trump', 'Mueller', 'Report', 'Is', 'Case', 'Closed', 'Breitbart', 'via']",65,10,,0
7259,Twitter for iPhone,After spending more than over a two year period interviewing people using Trump Hating Angry Democrats amp FBI Agents all culminating in a more than page Report showing NO COLLUSION why would the Democrats in Congress now need Robert Mueller ,2019-05-05 18:03:29,23031.0,97156,false,1.1250987045606892e+18,[],"['After', 'spending', 'more', 'than', 'over', 'a', 'two', 'year', 'period', 'interviewing', 'people', 'using', 'Trump', 'Hating', 'Angry', 'Democrats', 'amp', 'FBI', 'Agents', 'all', 'culminating', 'in', 'a', 'more', 'than', 'page', 'Report', 'showing', 'NO', 'COLLUSION', 'why', 'would', 'the', 'Democrats', 'in', 'Congress', 'now', 'need', 'Robert', 'Mueller']",242,40,FBI,0
7260,Twitter for iPhone, to testify Are they looking for a redo because they hated seeing the strong NO COLLUSION conclusion There was no crime except on the other side incredibly not covered in the Report and NO OBSTRUCTION Bob Mueller should not testify No redos for the Dems ,2019-05-05 18:03:29,18295.0,79614,false,1.1250987055337677e+18,[],"['to', 'testify', 'Are', 'they', 'looking', 'for', 'a', 'redo', 'because', 'they', 'hated', 'seeing', 'the', 'strong', 'NO', 'COLLUSION', 'conclusion', 'There', 'was', 'no', 'crime', 'except', 'on', 'the', 'other', 'side', 'incredibly', 'not', 'covered', 'in', 'the', 'Report', 'and', 'NO', 'OBSTRUCTION', 'Bob', 'Mueller', 'should', 'not', 'testify', 'No', 'redos', 'for', 'the', 'Dems']",254,45,NO,0
7320,Twitter for iPhone,OK so after two years of hard work and each party trying their best to make the other party look as bad as possible its time to get back to business The Mueller Report strongly stated that there was No Collusion with Russia of course and in fact they were rebuffed ,2019-05-03 03:45:29,26613.0,127236,false,1.1241580079218483e+18,[],"['OK', 'so', 'after', 'two', 'years', 'of', 'hard', 'work', 'and', 'each', 'party', 'trying', 'their', 'best', 'to', 'make', 'the', 'other', 'party', 'look', 'as', 'bad', 'as', 'possible', 'its', 'time', 'to', 'get', 'back', 'to', 'business', 'The', 'Mueller', 'Report', 'strongly', 'stated', 'that', 'there', 'was', 'No', 'Collusion', 'with', 'Russia', 'of', 'course', 'and', 'in', 'fact', 'they', 'were', 'rebuffed']",265,51,OK,0
7329,Twitter for iPhone,RT I understand the talk about Mueller not deciding on Trump obstruction But he did decide didnt he If youre investigated ,2019-05-02 11:26:25,8595.0,0,false,1.1239116180296008e+18,['@ByronYork:'],"['RT', 'I', 'understand', 'the', 'talk', 'about', 'Mueller', 'not', 'deciding', 'on', 'Trump', 'obstruction', 'But', 'he', 'did', 'decide', 'didnt', 'he', 'If', 'youre', 'investigated']",122,21,RT,0
7332,Twitter Media Studio,The Mueller Witch Hunt is completely OVER ,2019-05-02 03:14:36,20599.0,72482,false,1.1237878463876301e+18,['@SeanHannity'],"['The', 'Mueller', 'Witch', 'Hunt', 'is', 'completely', 'OVER']",42,7,OVER,0
7346,Twitter for iPhone,RT Barr Was my letter inaccurate Mueller NoBarr Was the media coverage of my letter inaccurate Mueller Yes ,2019-05-02 00:33:40,19270.0,0,false,1.1237473467586847e+18,['@michi83:'],"['RT', 'Barr', 'Was', 'my', 'letter', 'inaccurate', 'Mueller', 'NoBarr', 'Was', 'the', 'media', 'coverage', 'of', 'my', 'letter', 'inaccurate', 'Mueller', 'Yes']",107,18,RT,0
7430,Twitter for iPhone,Bob Mueller was a great HERO to the Radical Left Democrats Now that the Mueller Report is finished with a finding of NO COLLUSION amp NO OBSTRUCTION based on a review of Report by our highly respected AG the Dems are going around saying Bob who sorry dont know the man ,2019-04-29 15:06:11,22223.0,86678,false,1.1228797600850043e+18,[],"['Bob', 'Mueller', 'was', 'a', 'great', 'HERO', 'to', 'the', 'Radical', 'Left', 'Democrats', 'Now', 'that', 'the', 'Mueller', 'Report', 'is', 'finished', 'with', 'a', 'finding', 'of', 'NO', 'COLLUSION', 'amp', 'NO', 'OBSTRUCTION', 'based', 'on', 'a', 'review', 'of', 'Report', 'by', 'our', 'highly', 'respected', 'AG', 'the', 'Dems', 'are', 'going', 'around', 'saying', 'Bob', 'who', 'sorry', 'dont', 'know', 'the', 'man']",269,51,HERO,0
7478,Twitter for iPhone,RT Volume of the Mueller Report is based on evidence while Volume seems to rely heavily on the reporting of news outlet ,2019-04-25 13:35:36,12626.0,0,false,1.1214074118756475e+18,['@RepMattGaetz:'],"['RT', 'Volume', 'of', 'the', 'Mueller', 'Report', 'is', 'based', 'on', 'evidence', 'while', 'Volume', 'seems', 'to', 'rely', 'heavily', 'on', 'the', 'reporting', 'of', 'news', 'outlet']",120,22,RT,0
7481,Twitter for iPhone,RT Reminder Democrats demanding an unredacted Mueller report exposing even classified info spent a year attacking mysel ,2019-04-25 13:31:11,14282.0,0,false,1.1214062990135132e+18,['@RepMarkMeadows:'],"['RT', 'Reminder', 'Democrats', 'demanding', 'an', 'unredacted', 'Mueller', 'report', 'exposing', 'even', 'classified', 'info', 'spent', 'a', 'year', 'attacking', 'mysel']",120,17,RT,0
7484,Twitter for iPhone,RT Peter Strzok told us that he would love to answer each and every one of our questions once the Mueller investigation co ,2019-04-25 13:27:59,23971.0,0,false,1.1214054954059489e+18,['@Jim_Jordan:'],"['RT', 'Peter', 'Strzok', 'told', 'us', 'that', 'he', 'would', 'love', 'to', 'answer', 'each', 'and', 'every', 'one', 'of', 'our', 'questions', 'once', 'the', 'Mueller', 'investigation', 'co']",123,23,RT,0
7486,Twitter for iPhone, Despite the fact that the Mueller Report was composed by Trump Haters and Angry Democrats who had unlimited funds and human resources the end result was No Collusion No Obstruction Amazing ,2019-04-25 12:09:42,17570.0,78114,false,1.1213857954814239e+18,[],"['Despite', 'the', 'fact', 'that', 'the', 'Mueller', 'Report', 'was', 'composed', 'by', 'Trump', 'Haters', 'and', 'Angry', 'Democrats', 'who', 'had', 'unlimited', 'funds', 'and', 'human', 'resources', 'the', 'end', 'result', 'was', 'No', 'Collusion', 'No', 'Obstruction', 'Amazing']",190,31,,0
7487,Twitter for iPhone, Mueller was NOT fired and was respectfully allowed to finish his work on what I and many others say was an illegal investigation there was no crime headed by a Trump hater who was highly conflicted and a group of VERY ANGRY Democrats DRAIN THE SWAMP ,2019-04-25 11:57:24,25676.0,115046,false,1.1213826987428413e+18,[],"['Mueller', 'was', 'NOT', 'fired', 'and', 'was', 'respectfully', 'allowed', 'to', 'finish', 'his', 'work', 'on', 'what', 'I', 'and', 'many', 'others', 'say', 'was', 'an', 'illegal', 'investigation', 'there', 'was', 'no', 'crime', 'headed', 'by', 'a', 'Trump', 'hater', 'who', 'was', 'highly', 'conflicted', 'and', 'a', 'group', 'of', 'VERY', 'ANGRY', 'Democrats', 'DRAIN', 'THE', 'SWAMP']",251,46,NOT,0
7488,Twitter for iPhone,As has been incorrectly reported by the Fake News Media I never told then White House Counsel Don McGahn to fire Robert Mueller even though I had the legal right to do so If I wanted to fire Mueller I didnt need McGahn to do it I could have done it myself Nevertheless ,2019-04-25 11:47:12,20982.0,91868,false,1.1213801331374612e+18,[],"['As', 'has', 'been', 'incorrectly', 'reported', 'by', 'the', 'Fake', 'News', 'Media', 'I', 'never', 'told', 'then', 'White', 'House', 'Counsel', 'Don', 'McGahn', 'to', 'fire', 'Robert', 'Mueller', 'even', 'though', 'I', 'had', 'the', 'legal', 'right', 'to', 'do', 'so', 'If', 'I', 'wanted', 'to', 'fire', 'Mueller', 'I', 'didnt', 'need', 'McGahn', 'to', 'do', 'it', 'I', 'could', 'have', 'done', 'it', 'myself', 'Nevertheless']",269,53,I,0
7497,Twitter for iPhone,No Collusion No Obstruction there has NEVER been a President who has been more transparent Millions of pages of documents were given to the Mueller Angry Dems plus I allowed everyone to testify including WH counsel I didnt have to do this but now they want more ,2019-04-24 13:47:54,23478.0,103502,false,1.1210481203123896e+18,[],"['No', 'Collusion', 'No', 'Obstruction', 'there', 'has', 'NEVER', 'been', 'a', 'President', 'who', 'has', 'been', 'more', 'transparent', 'Millions', 'of', 'pages', 'of', 'documents', 'were', 'given', 'to', 'the', 'Mueller', 'Angry', 'Dems', 'plus', 'I', 'allowed', 'everyone', 'to', 'testify', 'including', 'WH', 'counsel', 'I', 'didnt', 'have', 'to', 'do', 'this', 'but', 'now', 'they', 'want', 'more']",262,47,NEVER,0
7499,Twitter for iPhone, are there no High Crimes and Misdemeanors there are no Crimes by me at all All of the Crimes were committed by Crooked Hillary the Dems the DNC and Dirty Cops and we caught them in the act We waited for Mueller and WON so now the Dems look to Congress as last hope ,2019-04-24 12:18:31,21626.0,82169,false,1.1210256246326477e+18,[],"['are', 'there', 'no', 'High', 'Crimes', 'and', 'Misdemeanors', 'there', 'are', 'no', 'Crimes', 'by', 'me', 'at', 'all', 'All', 'of', 'the', 'Crimes', 'were', 'committed', 'by', 'Crooked', 'Hillary', 'the', 'Dems', 'the', 'DNC', 'and', 'Dirty', 'Cops', 'and', 'we', 'caught', 'them', 'in', 'the', 'act', 'We', 'waited', 'for', 'Mueller', 'and', 'WON', 'so', 'now', 'the', 'Dems', 'look', 'to', 'Congress', 'as', 'last', 'hope']",266,54,DNC,0
7500,Twitter for iPhone,The Mueller Report despite being written by Angry Democrats and Trump Haters and with unlimited money behind it didnt lay a glove on me I DID NOTHING WRONG If the partisan Dems ever tried to Impeach I would first head to the US Supreme Court Not only ,2019-04-24 12:10:06,24431.0,101557,false,1.1210235090298921e+18,[],"['The', 'Mueller', 'Report', 'despite', 'being', 'written', 'by', 'Angry', 'Democrats', 'and', 'Trump', 'Haters', 'and', 'with', 'unlimited', 'money', 'behind', 'it', 'didnt', 'lay', 'a', 'glove', 'on', 'me', 'I', 'DID', 'NOTHING', 'WRONG', 'If', 'the', 'partisan', 'Dems', 'ever', 'tried', 'to', 'Impeach', 'I', 'would', 'first', 'head', 'to', 'the', 'US', 'Supreme', 'Court', 'Not', 'only']",251,47,I,0
7535,Twitter for iPhone,RT Dems holding a conference call today to discuss their next moves now that Mueller announced no collusion and no obstruction ,2019-04-22 23:43:26,18550.0,0,false,1.1204732158585528e+18,['@Jim_Jordan:'],"['RT', 'Dems', 'holding', 'a', 'conference', 'call', 'today', 'to', 'discuss', 'their', 'next', 'moves', 'now', 'that', 'Mueller', 'announced', 'no', 'collusion', 'and', 'no', 'obstruction']",127,21,RT,0
7537,Twitter for iPhone,RT Carter Page Mueller Report Shows Hes Mr Clean National Review,2019-04-22 23:39:02,9181.0,0,false,1.1204721078199706e+18,['@DevinNunes:'],"['RT', 'Carter', 'Page', 'Mueller', 'Report', 'Shows', 'Hes', 'Mr', 'Clean', 'National', 'Review']",64,11,RT,0
7538,Twitter for iPhone,RT Victor Davis Hanson Mueller Probe Could Backfire on Those Who Fabricated RussiaCollusion Narrative YouTube,2019-04-22 23:38:27,11451.0,0,false,1.1204719601930527e+18,['@DevinNunes:'],"['RT', 'Victor', 'Davis', 'Hanson', 'Mueller', 'Probe', 'Could', 'Backfire', 'on', 'Those', 'Who', 'Fabricated', 'RussiaCollusion', 'Narrative', 'YouTube']",109,15,RT,0
7540,Twitter for iPhone,RT COUP was right Mueller witchhunt part of Spygate abuse begun by Obama DOJ FBI working with Hillary Cl ,2019-04-22 23:37:29,8338.0,0,false,1.120471716369662e+18,"['@TomFitton:', '@RealDonaldTrump']","['RT', 'COUP', 'was', 'right', 'Mueller', 'witchhunt', 'part', 'of', 'Spygate', 'abuse', 'begun', 'by', 'Obama', 'DOJ', 'FBI', 'working', 'with', 'Hillary', 'Cl']",105,19,RT,0
7545,Twitter for iPhone,RT Mueller report full of gossip targeting,2019-04-22 23:32:50,5369.0,0,false,1.120470548327424e+18,"['@TomFitton:', '@realDonaldTrump.']","['RT', 'Mueller', 'report', 'full', 'of', 'gossip', 'targeting']",42,7,RT,0
7546,Twitter for iPhone,RT COUP Update Mueller Report vindicates even as it tries to smear him PLUS new lawsuits on FB ,2019-04-22 23:31:56,6033.0,0,false,1.1204703203502121e+18,"['@TomFitton:', '@RealDonaldTrump', '@JudicialWatch']","['RT', 'COUP', 'Update', 'Mueller', 'Report', 'vindicates', 'even', 'as', 'it', 'tries', 'to', 'smear', 'him', 'PLUS', 'new', 'lawsuits', 'on', 'FB']",95,18,RT,0
7548,Twitter for iPhone,RT Rep Ratcliffe Mueller report proves Donald Trump was telling the truth about collusion,2019-04-22 23:28:13,5264.0,0,false,1.1204693837033431e+18,"['@MariaBartiromo:', '@Sund…']","['RT', 'Rep', 'Ratcliffe', 'Mueller', 'report', 'proves', 'Donald', 'Trump', 'was', 'telling', 'the', 'truth', 'about', 'collusion']",89,14,RT,0
7553,Twitter for iPhone,Isnt it amazing that the people who were closest to me by far and knew the Campaign better than anyone were never even called to testify before Mueller The reason is that the Angry Democrats knew they would all say NO COLLUSION and only very good things ,2019-04-22 19:31:49,21814.0,89648,false,1.1204098947992535e+18,[],"['Isnt', 'it', 'amazing', 'that', 'the', 'people', 'who', 'were', 'closest', 'to', 'me', 'by', 'far', 'and', 'knew', 'the', 'Campaign', 'better', 'than', 'anyone', 'were', 'never', 'even', 'called', 'to', 'testify', 'before', 'Mueller', 'The', 'reason', 'is', 'that', 'the', 'Angry', 'Democrats', 'knew', 'they', 'would', 'all', 'say', 'NO', 'COLLUSION', 'and', 'only', 'very', 'good', 'things']",254,47,NO,0
7554,Twitter Media Studio, A very exculpatory section of the Mueller Report NO CONSPIRACY COORDINATION or COLLUSION with the Trump Campaign and the Russians You cant be more clear than that ,2019-04-22 19:04:11,11572.0,40698,false,1.1204029377826365e+18,['@GreggJarrett'],"['A', 'very', 'exculpatory', 'section', 'of', 'the', 'Mueller', 'Report', 'NO', 'CONSPIRACY', 'COORDINATION', 'or', 'COLLUSION', 'with', 'the', 'Trump', 'Campaign', 'and', 'the', 'Russians', 'You', 'cant', 'be', 'more', 'clear', 'than', 'that']",164,27,A,0
7571,Twitter for iPhone,The Trump Haters and Angry Democrats who wrote the Mueller Report were devastated by the No Collusion finding Nothing but a total hit job which should never have been allowed to start in the first place ,2019-04-21 12:37:43,21910.0,102041,false,1.119943293297623e+18,[],"['The', 'Trump', 'Haters', 'and', 'Angry', 'Democrats', 'who', 'wrote', 'the', 'Mueller', 'Report', 'were', 'devastated', 'by', 'the', 'No', 'Collusion', 'finding', 'Nothing', 'but', 'a', 'total', 'hit', 'job', 'which', 'should', 'never', 'have', 'been', 'allowed', 'to', 'start', 'in', 'the', 'first', 'place']",203,36,,0
7595,Twitter for iPhone,The Fake News Media is doing everything possible to stir up and anger the pols and as many people as possible seldom mentioning the fact that the Mueller Report had as its principle conclusion the fact that there was NO COLLUSION WITH RUSSIA The Russia Hoax is dead ,2019-04-20 12:02:38,21147.0,88216,false,1.1195720781753672e+18,[],"['The', 'Fake', 'News', 'Media', 'is', 'doing', 'everything', 'possible', 'to', 'stir', 'up', 'and', 'anger', 'the', 'pols', 'and', 'as', 'many', 'people', 'as', 'possible', 'seldom', 'mentioning', 'the', 'fact', 'that', 'the', 'Mueller', 'Report', 'had', 'as', 'its', 'principle', 'conclusion', 'the', 'fact', 'that', 'there', 'was', 'NO', 'COLLUSION', 'WITH', 'RUSSIA', 'The', 'Russia', 'Hoax', 'is', 'dead']",266,48,NO,0
7596,Twitter for iPhone,Despite the fact that the Mueller Report should not have been authorized in the first place amp was written as nastily as possible by Angry Democrats who were true Trump Haters including highly conflicted Bob Mueller himself the end result is No Collusion No Obstruction ,2019-04-20 11:53:29,25634.0,108845,false,1.1195697742861353e+18,[],"['Despite', 'the', 'fact', 'that', 'the', 'Mueller', 'Report', 'should', 'not', 'have', 'been', 'authorized', 'in', 'the', 'first', 'place', 'amp', 'was', 'written', 'as', 'nastily', 'as', 'possible', 'by', 'Angry', 'Democrats', 'who', 'were', 'true', 'Trump', 'Haters', 'including', 'highly', 'conflicted', 'Bob', 'Mueller', 'himself', 'the', 'end', 'result', 'is', 'No', 'Collusion', 'No', 'Obstruction']",271,45,,0
7606,Twitter for iPhone,RT JWPrez Mueller Report Confirms Russia Hoax NEW Deep State Lawsuit John Kerry Colluding w Iran ,2019-04-19 21:14:33,9971.0,0,false,1.1193485831433011e+18,"['@JudicialWatch:', '@TomFitton']","['RT', 'JWPrez', 'Mueller', 'Report', 'Confirms', 'Russia', 'Hoax', 'NEW', 'Deep', 'State', 'Lawsuit', 'John', 'Kerry', 'Colluding', 'w', 'Iran']",97,16,RT,0
7609,Twitter for iPhone,Statements are made about me by certain people in the Crazy Mueller Report in itself written by Angry Democrat Trump Haters which are fabricated amp totally untrue Watch out for people that take socalled notes when the notes never existed until needed Because I never ,2019-04-19 11:53:09,27063.0,112816,false,1.1192073037004718e+18,[],"['Statements', 'are', 'made', 'about', 'me', 'by', 'certain', 'people', 'in', 'the', 'Crazy', 'Mueller', 'Report', 'in', 'itself', 'written', 'by', 'Angry', 'Democrat', 'Trump', 'Haters', 'which', 'are', 'fabricated', 'amp', 'totally', 'untrue', 'Watch', 'out', 'for', 'people', 'that', 'take', 'socalled', 'notes', 'when', 'the', 'notes', 'never', 'existed', 'until', 'needed', 'Because', 'I', 'never']",268,45,I,0
7611,Twitter for iPhone, The Mueller Report is perhaps the single most humiliating thing that has ever happened to the White House Press in the history of this Country They know they lied Many reporters lied about Russia Collusion and so much more Clapper amp Brennan all lies ,2019-04-19 00:38:16,31933.0,120102,false,1.1190374611900662e+18,['@TuckerCarlson'],"['The', 'Mueller', 'Report', 'is', 'perhaps', 'the', 'single', 'most', 'humiliating', 'thing', 'that', 'has', 'ever', 'happened', 'to', 'the', 'White', 'House', 'Press', 'in', 'the', 'history', 'of', 'this', 'Country', 'They', 'know', 'they', 'lied', 'Many', 'reporters', 'lied', 'about', 'Russia', 'Collusion', 'and', 'so', 'much', 'more', 'Clapper', 'amp', 'Brennan', 'all', 'lies']",253,44,,0
7612,Twitter for iPhone, If dozens of Federal prosecutors spent two years trying to charge you with a crime and found they couldnt it would mean there wasnt any evidence you did it and thats what happened here thats what we just learned from the Mueller Report ,2019-04-19 00:27:34,28029.0,112925,false,1.1190347702210888e+18,['@TuckerCarlson'],"['If', 'dozens', 'of', 'Federal', 'prosecutors', 'spent', 'two', 'years', 'trying', 'to', 'charge', 'you', 'with', 'a', 'crime', 'and', 'found', 'they', 'couldnt', 'it', 'would', 'mean', 'there', 'wasnt', 'any', 'evidence', 'you', 'did', 'it', 'and', 'thats', 'what', 'happened', 'here', 'thats', 'what', 'we', 'just', 'learned', 'from', 'the', 'Mueller', 'Report']",237,43,,0
7617,Twitter for iPhone, Donald Trump was being framed he fought back That is not Obstruction I had the right to end the whole Witch Hunt if I wanted I could have fired everyone including Mueller if I wanted I chose not to I had the RIGHT to use Executive Privilege I didnt ,2019-04-18 21:31:51,35112.0,139309,false,1.1189905502358774e+18,['@JesseBWatters'],"['Donald', 'Trump', 'was', 'being', 'framed', 'he', 'fought', 'back', 'That', 'is', 'not', 'Obstruction', 'I', 'had', 'the', 'right', 'to', 'end', 'the', 'whole', 'Witch', 'Hunt', 'if', 'I', 'wanted', 'I', 'could', 'have', 'fired', 'everyone', 'including', 'Mueller', 'if', 'I', 'wanted', 'I', 'chose', 'not', 'to', 'I', 'had', 'the', 'RIGHT', 'to', 'use', 'Executive', 'Privilege', 'I', 'didnt']",250,49,I,0
7656,Twitter for iPhone,The Mueller Report which was written by Angry Democrats who also happen to be Trump Haters and Clinton Supporters should have focused on the people who SPIED on my Campaign and others who fabricated the whole Russia Hoax That is never forget the crime ,2019-04-15 16:21:01,22299.0,85576,false,1.1178251632344269e+18,[],"['The', 'Mueller', 'Report', 'which', 'was', 'written', 'by', 'Angry', 'Democrats', 'who', 'also', 'happen', 'to', 'be', 'Trump', 'Haters', 'and', 'Clinton', 'Supporters', 'should', 'have', 'focused', 'on', 'the', 'people', 'who', 'SPIED', 'on', 'my', 'Campaign', 'and', 'others', 'who', 'fabricated', 'the', 'whole', 'Russia', 'Hoax', 'That', 'is', 'never', 'forget', 'the', 'crime']",252,44,SPIED,0
7664,Twitter for iPhone,Mueller and the AG based on Mueller findings and great intelligence have already ruled No Collusion No Obstruction These were crimes committed by Crooked Hillary the DNC Dirty Cops and others INVESTIGATE THE INVESTIGATORS ,2019-04-15 11:15:28,23284.0,89056,false,1.1177482688202015e+18,[],"['Mueller', 'and', 'the', 'AG', 'based', 'on', 'Mueller', 'findings', 'and', 'great', 'intelligence', 'have', 'already', 'ruled', 'No', 'Collusion', 'No', 'Obstruction', 'These', 'were', 'crimes', 'committed', 'by', 'Crooked', 'Hillary', 'the', 'DNC', 'Dirty', 'Cops', 'and', 'others', 'INVESTIGATE', 'THE', 'INVESTIGATORS']",222,34,AG,0
7670,Twitter for iPhone,Such a puff piece on Nancy Pelosi by yet her leadership has passed no meaningful Legislation All they do is Investigate as it turns out crimes that they instigated amp committed The Mueller No Collusion decision wasnt even discussedand she was a disaster at WH ,2019-04-15 00:28:09,23954.0,99739,false,1.1175853673587384e+18,['@60minutes'],"['Such', 'a', 'puff', 'piece', 'on', 'Nancy', 'Pelosi', 'by', 'yet', 'her', 'leadership', 'has', 'passed', 'no', 'meaningful', 'Legislation', 'All', 'they', 'do', 'is', 'Investigate', 'as', 'it', 'turns', 'out', 'crimes', 'that', 'they', 'instigated', 'amp', 'committed', 'The', 'Mueller', 'No', 'Collusion', 'decision', 'wasnt', 'even', 'discussedand', 'she', 'was', 'a', 'disaster', 'at', 'WH']",261,45,WH,0
7685,Twitter for iPhone,Why should Radical Left Democrats in Congress have a right to retry and examine the two years in the making No Collusion Mueller Report when the crime committed was by Crooked Hillary the DNC and Dirty Cops Attorney General Barr will make the decision ,2019-04-13 12:21:05,29251.0,117417,false,1.1170400070160097e+18,[],"['Why', 'should', 'Radical', 'Left', 'Democrats', 'in', 'Congress', 'have', 'a', 'right', 'to', 'retry', 'and', 'examine', 'the', 'two', 'years', 'in', 'the', 'making', 'No', 'Collusion', 'Mueller', 'Report', 'when', 'the', 'crime', 'committed', 'was', 'by', 'Crooked', 'Hillary', 'the', 'DNC', 'and', 'Dirty', 'Cops', 'Attorney', 'General', 'Barr', 'will', 'make', 'the', 'decision']",252,44,DNC,0
7703,Twitter for iPhone, Democrats dont like the results of the Mueller Report so now theyre trying everything else They should stop wasting time and money and get back to real legislating especially on the Border ,2019-04-12 13:46:27,16963.0,70482,false,1.1166991024384614e+18,['@RepDougCollins'],"['Democrats', 'dont', 'like', 'the', 'results', 'of', 'the', 'Mueller', 'Report', 'so', 'now', 'theyre', 'trying', 'everything', 'else', 'They', 'should', 'stop', 'wasting', 'time', 'and', 'money', 'and', 'get', 'back', 'to', 'real', 'legislating', 'especially', 'on', 'the', 'Border']",190,32,,0
7705,Twitter for iPhone, I dont need to know any more Were done absolutely done he Mueller tried the case Theres NO COLLUSION No matter what we do or give to the Radical Left it will never be enough ,2019-04-12 13:06:42,19145.0,82188,false,1.1166890983857848e+18,"['@LindseyGrahamSC', '@foxandfriends']","['I', 'dont', 'need', 'to', 'know', 'any', 'more', 'Were', 'done', 'absolutely', 'done', 'he', 'Mueller', 'tried', 'the', 'case', 'Theres', 'NO', 'COLLUSION', 'No', 'matter', 'what', 'we', 'do', 'or', 'give', 'to', 'the', 'Radical', 'Left', 'it', 'will', 'never', 'be', 'enough']",175,35,I,0
7710,Twitter for iPhone,RT Rod Rosenstein Defends Attorney Generals Handling Of Mueller Report,2019-04-12 00:24:09,9441.0,0,false,1.1164971951491645e+18,['@DailyCaller:'],"['RT', 'Rod', 'Rosenstein', 'Defends', 'Attorney', 'Generals', 'Handling', 'Of', 'Mueller', 'Report']",70,10,RT,0
7779,Twitter for iPhone,I have not read the Mueller Report yet even though I have every right to do so Only know the conclusions and on the big one No Collusion Likewise recommendations made to our great AG who found No Obstruction Angry Trump hating Dems later brought to given two ,2019-04-06 14:22:26,18339.0,80966,false,1.1145338299878441e+18,[],"['I', 'have', 'not', 'read', 'the', 'Mueller', 'Report', 'yet', 'even', 'though', 'I', 'have', 'every', 'right', 'to', 'do', 'so', 'Only', 'know', 'the', 'conclusions', 'and', 'on', 'the', 'big', 'one', 'No', 'Collusion', 'Likewise', 'recommendations', 'made', 'to', 'our', 'great', 'AG', 'who', 'found', 'No', 'Obstruction', 'Angry', 'Trump', 'hating', 'Dems', 'later', 'brought', 'to', 'given', 'two']",259,48,I,0
7806,Twitter for iPhone, Trolling the Mueller Report Democrats Lost On Collusion Now Theyre Inventing A Coverup James Freeman,2019-04-05 11:58:46,14406.0,57825,false,1.1141352855106765e+18,"['@WSJopinion', '@LouDobbs']","['Trolling', 'the', 'Mueller', 'Report', 'Democrats', 'Lost', 'On', 'Collusion', 'Now', 'Theyre', 'Inventing', 'A', 'Coverup', 'James', 'Freeman']",101,15,A,0
